method,repeat,metric,value
Random Convex MDT_t2,12,ami,0.7508982218840412
Random Convex MDT_t2,12,ari,0.5242720340546994
Random Convex MDT_t2,13,chs,7.796460201306483
Random Convex MDT_t2,13,ami,0.7703365146338148
Random Convex MDT_t2,13,ari,0.5431228324959944
Random Convex MDT_t2,14,chs,7.8835093552583215
Random Convex MDT_t2,14,ami,0.7695916668254035
Random Convex MDT_t2,14,ari,0.5517879632926478
Random Convex MDT_t2,15,chs,7.7216371381844455
Random Convex MDT_t2,15,ami,0.7765754148033266
Random Convex MDT_t2,15,ari,0.5279725037322476
Random Convex MDT_t2,16,chs,7.844676543435928
Random Convex MDT_t2,16,ami,0.7696745917026734
Random Convex MDT_t2,16,ari,0.5226182949085502
Random Convex MDT_t2,17,chs,7.847199228827279
Random Convex MDT_t2,17,ami,0.7675438291557883
Random Convex MDT_t2,17,ari,0.5523381560997566
Random Convex MDT_t2,18,chs,7.854190770120078
Random Convex MDT_t2,18,ami,0.765526160497825
Random Convex MDT_t2,18,ari,0.5437411397600671
Random Convex MDT_t2,19,chs,7.714585789575047
Random Convex MDT_t2,19,ami,0.7834792192792621
Random Convex MDT_t2,19,ari,0.5613601711247609
Random Convex MDT_t2,20,chs,7.8475156416982985
Random Convex MDT_t2,20,ami,0.7699299426858468
Random Convex MDT_t2,20,ari,0.5485651523645134
Random Convex MDT_t2,21,chs,7.895367320779019
Random Convex MDT_t2,21,ami,0.7709529796595056
Random Convex MDT_t2,21,ari,0.5467343848557467
Random Convex MDT_t2,22,chs,7.795775316205742
Random Convex MDT_t2,22,ami,0.7671806909201392
Random Convex MDT_t2,22,ari,0.5365329675457231
Random Convex MDT_t2,23,chs,7.82362773872489
Random Convex MDT_t2,23,ami,0.7720785126307395
Random Convex MDT_t2,23,ari,0.5607808351084392
Random Convex MDT_t2,24,chs,7.8998630254713005
Random Convex MDT_t2,24,ami,0.7715899472342755
Random Convex MDT_t2,24,ari,0.5454813617122293
Random Convex MDT_t2,25,chs,7.838932736174965
Random Convex MDT_t2,25,ami,0.7766351773073388
