method,t,correlation,mean_ami,mean_chs,std_ami,std_chs
Random MDT,12,-0.41239304653379427,0.7855033087031177,7.631287211273773,0.006581395354416485,0.10053180184595432
Random Convex MDT,13,-0.4660315675156047,0.7896569682532888,7.615681730165768,0.005516062506617652,0.10380389874022457
Random MDT,13,-0.5263307904282459,0.788995914175576,7.588379896119557,0.00644557609935513,0.11538080098326071
Random Convex MDT,14,-0.533463220376947,0.7923250321395355,7.556092569760747,0.0065065560334202095,0.10345920180652295
Random MDT,14,-0.3766633895336645,0.7911538417949551,7.564173470639073,0.00661095478314241,0.10266279202328088
Random Convex MDT,15,-0.5163697966461127,0.7964225300341076,7.5334230840482554,0.006366819948083271,0.11562621154102201
Random MDT,15,-0.4322481981370082,0.7923484845525823,7.511253550993912,0.005911573655608919,0.12582981993894607
Random Convex MDT,16,-0.508656762207341,0.7974716838286326,7.480157705743672,0.0062151938591599905,0.11551082313725416
Random MDT,16,-0.38721329875624805,0.7946522557399228,7.472953803168814,0.0064745168448048845,0.1184760816091693
Random Convex MDT,17,-0.535858739688274,0.7992025046500274,7.439384264893526,0.00615778930741691,0.10843252698066685
Random MDT,17,-0.5313914645827755,0.7969739979278004,7.419158066617581,0.005840686792325854,0.13047677509533182
Random Convex MDT,18,-0.4515205672512927,0.8008986340918964,7.3784969441272885,0.006283672077747698,0.12334233695412807
Random MDT,18,-0.5144419001594648,0.7987426261364388,7.385693003373126,0.0070980722876380666,0.13206823912572613
Random Convex MDT,19,-0.5464857279501566,0.8025368742093886,7.357150288801194,0.006071356146375095,0.1287165670925106
Random MDT,19,-0.5107518239082175,0.7992207538278242,7.334364097223039,0.005960036036597892,0.12841745009959132
Random Convex MDT,20,-0.49538171216917387,0.8032185857614482,7.3093396483478035,0.00548617329533873,0.11517777157963664
Random MDT,20,-0.5566239988824295,0.8011798576788692,7.312795961139939,0.006320295590281691,0.1268536626204398
Random Convex MDT,21,-0.5412617136130342,0.8053936597647912,7.246343518260871,0.005796252262456869,0.1287514423342709
Random MDT,21,-0.473022440980577,0.8028604704702321,7.272317060568139,0.005556771638421325,0.14119496602216136
Random Convex MDT,22,-0.49730985592762733,0.8065233210474426,7.233745751045587,0.0051559193299028075,0.11322971156260193
Random MDT,22,-0.5720662394354794,0.8037441058885294,7.224516285160892,0.005927994498981979,0.13375594426289047
Random Convex MDT,23,-0.5273657927656304,0.807041023820323,7.2331081748105115,0.004396128689617864,0.11894074890522667
Random MDT,23,-0.4642215032473675,0.8052215482925547,7.182946127053266,0.005174949317766167,0.12478660706629635
Random Convex MDT,24,-0.6430592359030254,0.8073797077361352,7.187883496162532,0.004270762058356539,0.12590334878686313
Random MDT,24,-0.5478944288240035,0.8058026915580454,7.175972056007266,0.005040329806742793,0.12147873476547469
Random Convex MDT,25,-0.5670844685194961,0.8079862508459565,7.161754206801401,0.00477034808949362,0.12195227185270996
Random MDT,25,-0.37731382489445664,0.8057468796707101,7.160859559833776,0.004404987093480091,0.12280432204317994
Random Convex MDT,30,-0.27168608256945054,0.8090957664655443,7.07524124602876,0.003242818836918856,0.12651268850923936
Random MDT,30,-0.5103024381917147,0.8070970433149216,7.064774080093822,0.003978831364055357,0.110462268966834
Random Convex MDT,35,-0.09248310763123196,0.8086906121711323,7.043644609932033,0.004022205867838538,0.14005740226504618
Random MDT,35,-0.305282284289559,0.8069958551355481,7.029528815277485,0.003632798064111086,0.10406873370158573
Random Convex MDT,40,0.0455186719839984,0.807620946937366,7.0101246760845415,0.004491005073352809,0.12406016230125182
Random MDT,40,0.23651345009285585,0.8052558180406652,6.995431038337619,0.005868439011441787,0.12686374358328653
Random Convex MDT,45,0.42009964927083504,0.8014243137850624,6.932709312368809,0.007920284058493971,0.15004242602429915
Random MDT,45,0.3922018499095955,0.8023030166779935,6.960695731049732,0.006816208839273851,0.14896520011961523
Random Convex MDT,50,0.5255987975156222,0.7961083992452492,6.897316469585783,0.010062097207111806,0.1648573653801034
Random MDT,50,0.5141688576102289,0.7971014835652664,6.887099951752689,0.00878198374965335,0.1607741956841552
