method,repeat,metric,value
Random Convex MDT_t1,78,ari,0.8003814889726212
Random Convex MDT_t1,79,chs,5.119013980823268
Random Convex MDT_t1,79,ami,0.6820544666942737
Random Convex MDT_t1,79,ari,0.5098238996718293
Random Convex MDT_t1,80,chs,5.518678265264
Random Convex MDT_t1,80,ami,0.8301016610561994
Random Convex MDT_t1,80,ari,0.696597837199423
Random Convex MDT_t1,81,chs,5.315837491155044
Random Convex MDT_t1,81,ami,0.775136315389192
Random Convex MDT_t1,81,ari,0.5765597182077173
Random Convex MDT_t1,82,chs,5.251076663604487
Random Convex MDT_t1,82,ami,0.7705529269493279
Random Convex MDT_t1,82,ari,0.6063265636625595
Random Convex MDT_t1,83,chs,5.698043184006946
Random Convex MDT_t1,83,ami,0.8846750568804262
Random Convex MDT_t1,83,ari,0.7831821926660225
Random Convex MDT_t1,84,chs,5.4608321462841225
Random Convex MDT_t1,84,ami,0.7866342027976867
Random Convex MDT_t1,84,ari,0.6264965701842644
Random Convex MDT_t1,85,chs,5.622871487606431
Random Convex MDT_t1,85,ami,0.844734015464439
Random Convex MDT_t1,85,ari,0.7238367193724337
Random Convex MDT_t1,86,chs,5.505184467412515
Random Convex MDT_t1,86,ami,0.8691304640941535
Random Convex MDT_t1,86,ari,0.7497748039866434
Random Convex MDT_t1,87,chs,5.699476281430272
Random Convex MDT_t1,87,ami,0.88454260710939
Random Convex MDT_t1,87,ari,0.7896498499513692
Random Convex MDT_t1,88,chs,5.809868249734248
Random Convex MDT_t1,88,ami,0.9294254261670704
Random Convex MDT_t1,88,ari,0.8518110974669386
Random Convex MDT_t1,89,chs,5.682616486305862
Random Convex MDT_t1,89,ami,0.8922557174602121
Random Convex MDT_t1,89,ari,0.8030469477371768
Random Convex MDT_t1,90,chs,5.479276398596273
Random Convex MDT_t1,90,ami,0.8327827263406509
Random Convex MDT_t1,90,ari,0.6891071061876599
Random Convex MDT_t1,91,chs,5.546418013874127
Random Convex MDT_t1,91,ami,0.8384807095547374
Random Convex MDT_t1,91,ari,0.6842710562027065
Random Convex MDT_t1,92,chs,5.813558061707457
Random Convex MDT_t1,92,ami,0.9243916442488544
Random Convex MDT_t1,92,ari,0.8488276402115544
Random Convex MDT_t1,93,chs,5.744548734809798
Random Convex MDT_t1,93,ami,0.9153171080206449
Random Convex MDT_t1,93,ari,0.837213025124491
Random Convex MDT_t1,94,chs,5.0351792836055544
Random Convex MDT_t1,94,ami,0.6750187444287965
Random Convex MDT_t1,94,ari,0.4852537480904233
Random Convex MDT_t1,95,chs,5.7043572092569095
Random Convex MDT_t1,95,ami,0.9059126310587372
Random Convex MDT_t1,95,ari,0.8082653273134225
Random Convex MDT_t1,96,chs,5.647985066814599
Random Convex MDT_t1,96,ami,0.904508266227086
Random Convex MDT_t1,96,ari,0.8059095464878199
Random Convex MDT_t1,97,chs,5.643088011698185
Random Convex MDT_t1,97,ami,0.846894604923642
Random Convex MDT_t1,97,ari,0.7113818710709807
Random Convex MDT_t1,98,chs,5.6038525661249095
Random Convex MDT_t1,98,ami,0.8649732112782724
Random Convex MDT_t1,98,ari,0.7532610807272498
Random Convex MDT_t1,99,chs,4.950461307679249
Random Convex MDT_t1,99,ami,0.5852546956919069
Random Convex MDT_t1,99,ari,0.3644711570883916
Random Convex MDT_t2,0,chs,5.517953924076639
Random Convex MDT_t2,0,ami,0.8735502844064243
Random Convex MDT_t2,0,ari,0.7589832726537674
Random Convex MDT_t2,1,chs,5.714122851909931
Random Convex MDT_t2,1,ami,0.9006130754959085
Random Convex MDT_t2,1,ari,0.818115153127488
Random Convex MDT_t2,2,chs,5.262031918234847
Random Convex MDT_t2,2,ami,0.7749563609948883
Random Convex MDT_t2,2,ari,0.635266438806606
Random Convex MDT_t2,3,chs,5.827128702909616
Random Convex MDT_t2,3,ami,0.9417509168446581
Random Convex MDT_t2,3,ari,0.8804312383356457
Random Convex MDT_t2,4,chs,5.6956163822278425
Random Convex MDT_t2,4,ami,0.9329006597507904
Random Convex MDT_t2,4,ari,0.8627161786693625
Random Convex MDT_t2,5,chs,5.8069378223731
Random Convex MDT_t2,5,ami,0.9247310032836006
Random Convex MDT_t2,5,ari,0.8580251937038806
Random Convex MDT_t2,6,chs,5.756435860485361
Random Convex MDT_t2,6,ami,0.9393503004573179
Random Convex MDT_t2,6,ari,0.8757557002894112
Random Convex MDT_t2,7,chs,5.106174468575649
Random Convex MDT_t2,7,ami,0.7424244951649083
Random Convex MDT_t2,7,ari,0.5368060797484859
Random Convex MDT_t2,8,chs,5.720358168842135
Random Convex MDT_t2,8,ami,0.9231980184947588
Random Convex MDT_t2,8,ari,0.846050612106467
Random Convex MDT_t2,9,chs,5.618571503960761
Random Convex MDT_t2,9,ami,0.9082696138783838
Random Convex MDT_t2,9,ari,0.8181908166185015
Random Convex MDT_t2,10,chs,5.478050719462078
Random Convex MDT_t2,10,ami,0.887806138938839
Random Convex MDT_t2,10,ari,0.7658692221947534
Random Convex MDT_t2,11,chs,5.707674188007746
Random Convex MDT_t2,11,ami,0.9307884038714617
Random Convex MDT_t2,11,ari,0.8133215119923726
Random Convex MDT_t2,12,chs,5.187251253555163
Random Convex MDT_t2,12,ami,0.7602487988455372
Random Convex MDT_t2,12,ari,0.6183326408582148
Random Convex MDT_t2,13,chs,5.779542238042153
Random Convex MDT_t2,13,ami,0.9174851652511278
Random Convex MDT_t2,13,ari,0.8333824574188725
Random Convex MDT_t2,14,chs,5.375335548957335
Random Convex MDT_t2,14,ami,0.8330121957794993
Random Convex MDT_t2,14,ari,0.7182968348050094
Random Convex MDT_t2,15,chs,5.812753052015192
Random Convex MDT_t2,15,ami,0.9302180144458293
Random Convex MDT_t2,15,ari,0.8446877943799099
Random Convex MDT_t2,16,chs,5.69984051350399
Random Convex MDT_t2,16,ami,0.896912809965632
Random Convex MDT_t2,16,ari,0.7712584530154721
Random Convex MDT_t2,17,chs,5.382194580461082
Random Convex MDT_t2,17,ami,0.8269500288832355
Random Convex MDT_t2,17,ari,0.6694607204122862
Random Convex MDT_t2,18,chs,5.52553349935156
Random Convex MDT_t2,18,ami,0.8674404970830693
Random Convex MDT_t2,18,ari,0.768794864036004
Random Convex MDT_t2,19,chs,5.599219296052567
Random Convex MDT_t2,19,ami,0.8742548339228946
Random Convex MDT_t2,19,ari,0.7514816417521107
Random Convex MDT_t2,20,chs,5.69694157901554
Random Convex MDT_t2,20,ami,0.9204865211822216
Random Convex MDT_t2,20,ari,0.8422930974298012
Random Convex MDT_t2,21,chs,5.394587820857473
Random Convex MDT_t2,21,ami,0.8384835531319498
Random Convex MDT_t2,21,ari,0.7094802835907648
Random Convex MDT_t2,22,chs,5.786036880740903
Random Convex MDT_t2,22,ami,0.9242058310068225
Random Convex MDT_t2,22,ari,0.8508757653641239
Random Convex MDT_t2,23,chs,5.746735152023171
Random Convex MDT_t2,23,ami,0.9312910620890374
Random Convex MDT_t2,23,ari,0.8399039646783947
Random Convex MDT_t2,24,chs,5.5820801827075615
Random Convex MDT_t2,24,ami,0.885110371163107
Random Convex MDT_t2,24,ari,0.7794159570051294
Random Convex MDT_t2,25,chs,5.707981200796609
Random Convex MDT_t2,25,ami,0.9085059899479572
Random Convex MDT_t2,25,ari,0.8340156748462687
Random Convex MDT_t2,26,chs,5.6925663511396225
Random Convex MDT_t2,26,ami,0.9255786439018071
Random Convex MDT_t2,26,ari,0.8536297150512152
Random Convex MDT_t2,27,chs,5.740007061795956
Random Convex MDT_t2,27,ami,0.9044458994350363
Random Convex MDT_t2,27,ari,0.8181433108769346
Random Convex MDT_t2,28,chs,5.629819105818789
Random Convex MDT_t2,28,ami,0.8768821810094051
Random Convex MDT_t2,28,ari,0.7500088512512222
Random Convex MDT_t2,29,chs,5.670813477247985
Random Convex MDT_t2,29,ami,0.9062721805040068
Random Convex MDT_t2,29,ari,0.7749802083062595
Random Convex MDT_t2,30,chs,5.831745502368766
Random Convex MDT_t2,30,ami,0.9409733627732424
Random Convex MDT_t2,30,ari,0.8934462951808134
Random Convex MDT_t2,31,chs,5.656932815419917
Random Convex MDT_t2,31,ami,0.9049540045230623
Random Convex MDT_t2,31,ari,0.8200996269402863
Random Convex MDT_t2,32,chs,5.571782679640932
Random Convex MDT_t2,32,ami,0.8809854316682959
Random Convex MDT_t2,32,ari,0.7641392155935435
Random Convex MDT_t2,33,chs,5.709403572486103
Random Convex MDT_t2,33,ami,0.9060762402987832
Random Convex MDT_t2,33,ari,0.7927372219262895
Random Convex MDT_t2,34,chs,5.694286008018928
Random Convex MDT_t2,34,ami,0.9107442026172443
Random Convex MDT_t2,34,ari,0.8121384215099489
Random Convex MDT_t2,35,chs,5.723296835219354
Random Convex MDT_t2,35,ami,0.9224288688278466
Random Convex MDT_t2,35,ari,0.8136755546849344
Random Convex MDT_t2,36,chs,5.48100947513763
Random Convex MDT_t2,36,ami,0.8026875536243543
Random Convex MDT_t2,36,ari,0.6437135769085057
Random Convex MDT_t2,37,chs,5.544388235422676
Random Convex MDT_t2,37,ami,0.825660432080934
Random Convex MDT_t2,37,ari,0.6916437779933184
Random Convex MDT_t2,38,chs,5.787646157339364
Random Convex MDT_t2,38,ami,0.9265178902107664
Random Convex MDT_t2,38,ari,0.850436268023815
Random Convex MDT_t2,39,chs,5.276730840262995
Random Convex MDT_t2,39,ami,0.8087470362373704
Random Convex MDT_t2,39,ari,0.6818298674928254
Random Convex MDT_t2,40,chs,5.769268509210161
Random Convex MDT_t2,40,ami,0.9255382944545808
Random Convex MDT_t2,40,ari,0.8292277874822784
Random Convex MDT_t2,41,chs,5.71455992657198
Random Convex MDT_t2,41,ami,0.8877288241205676
Random Convex MDT_t2,41,ari,0.7788410895744051
Random Convex MDT_t2,42,chs,5.724711936308275
Random Convex MDT_t2,42,ami,0.9003048216259322
Random Convex MDT_t2,42,ari,0.7835926869596639
Random Convex MDT_t2,43,chs,5.500280200359131
Random Convex MDT_t2,43,ami,0.8579554046797248
Random Convex MDT_t2,43,ari,0.6983178729238921
Random Convex MDT_t2,44,chs,5.528713262158353
Random Convex MDT_t2,44,ami,0.8577418532376708
Random Convex MDT_t2,44,ari,0.7057281753554222
Random Convex MDT_t2,45,chs,5.7192101786758345
Random Convex MDT_t2,45,ami,0.919407834493124
Random Convex MDT_t2,45,ari,0.8381270494721308
Random Convex MDT_t2,46,chs,5.752837337459358
Random Convex MDT_t2,46,ami,0.9326237083081026
Random Convex MDT_t2,46,ari,0.8363628903234587
Random Convex MDT_t2,47,chs,5.748819422386151
Random Convex MDT_t2,47,ami,0.9269328596495274
Random Convex MDT_t2,47,ari,0.8462644163322052
Random Convex MDT_t2,48,chs,5.52755547796892
Random Convex MDT_t2,48,ami,0.8733663032129065
Random Convex MDT_t2,48,ari,0.7733290506883335
Random Convex MDT_t2,49,chs,5.714545652640635
Random Convex MDT_t2,49,ami,0.9314345423379266
Random Convex MDT_t2,49,ari,0.841571316713859
Random Convex MDT_t2,50,chs,5.755132095393386
Random Convex MDT_t2,50,ami,0.9240391214148407
Random Convex MDT_t2,50,ari,0.8461739294251526
Random Convex MDT_t2,51,chs,4.977216311096931
Random Convex MDT_t2,51,ami,0.6443880265826081
Random Convex MDT_t2,51,ari,0.45407272202014365
Random Convex MDT_t2,52,chs,5.4794875557285225
Random Convex MDT_t2,52,ami,0.8760818860983747
Random Convex MDT_t2,52,ari,0.7691337262538471
Random Convex MDT_t2,53,chs,5.705760530012403
Random Convex MDT_t2,53,ami,0.9252683531105019
Random Convex MDT_t2,53,ari,0.8558751099911355
Random Convex MDT_t2,54,chs,5.539657463912586
Random Convex MDT_t2,54,ami,0.8819610917988198
Random Convex MDT_t2,54,ari,0.7859498720577724
Random Convex MDT_t2,55,chs,5.785092463271468
Random Convex MDT_t2,55,ami,0.9452717607076387
Random Convex MDT_t2,55,ari,0.8944870886442967
Random Convex MDT_t2,56,chs,5.5671863681921705
Random Convex MDT_t2,56,ami,0.872937850142895
Random Convex MDT_t2,56,ari,0.7574323028579028
Random Convex MDT_t2,57,chs,5.490824873896891
Random Convex MDT_t2,57,ami,0.8506506491817395
Random Convex MDT_t2,57,ari,0.7242772054575378
Random Convex MDT_t2,58,chs,5.543196087592197
Random Convex MDT_t2,58,ami,0.891720889296581
Random Convex MDT_t2,58,ari,0.7842253046575293
Random Convex MDT_t2,59,chs,5.483969667942991
Random Convex MDT_t2,59,ami,0.8289632928644601
Random Convex MDT_t2,59,ari,0.7133798604187438
Random Convex MDT_t2,60,chs,5.3747439102186725
Random Convex MDT_t2,60,ami,0.8318572206848878
Random Convex MDT_t2,60,ari,0.7077890308556727
Random Convex MDT_t2,61,chs,5.632670990167167
Random Convex MDT_t2,61,ami,0.8819645638708017
Random Convex MDT_t2,61,ari,0.767415687249979
Random Convex MDT_t2,62,chs,5.700012798578264
Random Convex MDT_t2,62,ami,0.892289006988075
Random Convex MDT_t2,62,ari,0.8015199367966169
Random Convex MDT_t2,63,chs,5.767362167285846
Random Convex MDT_t2,63,ami,0.9287060660136927
Random Convex MDT_t2,63,ari,0.8264431036960667
Random Convex MDT_t2,64,chs,5.6645694354133305
Random Convex MDT_t2,64,ami,0.8848406921083155
Random Convex MDT_t2,64,ari,0.7729380578796968
Random Convex MDT_t2,65,chs,5.3812920056082065
Random Convex MDT_t2,65,ami,0.8284263025715363
Random Convex MDT_t2,65,ari,0.7081112087902238
Random Convex MDT_t2,66,chs,5.627065954261234
Random Convex MDT_t2,66,ami,0.9017859433485038
Random Convex MDT_t2,66,ari,0.7662370501011885
Random Convex MDT_t2,67,chs,5.563015034860378
Random Convex MDT_t2,67,ami,0.888293209357724
Random Convex MDT_t2,67,ari,0.7916160956578726
Random Convex MDT_t2,68,chs,5.480728514491358
Random Convex MDT_t2,68,ami,0.8594759261816932
Random Convex MDT_t2,68,ari,0.7498089588452558
Random Convex MDT_t2,69,chs,5.602090669988724
Random Convex MDT_t2,69,ami,0.8782541264123143
Random Convex MDT_t2,69,ari,0.7555863174999627
Random Convex MDT_t2,70,chs,5.581866587796644
Random Convex MDT_t2,70,ami,0.8206323176758185
Random Convex MDT_t2,70,ari,0.6881144457721384
Random Convex MDT_t2,71,chs,5.69016710147466
Random Convex MDT_t2,71,ami,0.8960451889760709
Random Convex MDT_t2,71,ari,0.799409408860645
Random Convex MDT_t2,72,chs,5.352918645275352
Random Convex MDT_t2,72,ami,0.8497986786682412
Random Convex MDT_t2,72,ari,0.7197763359530922
Random Convex MDT_t2,73,chs,5.7127024364525
Random Convex MDT_t2,73,ami,0.9166297347119698
Random Convex MDT_t2,73,ari,0.8252977751425148
Random Convex MDT_t2,74,chs,5.112859421942378
Random Convex MDT_t2,74,ami,0.7540498625529244
Random Convex MDT_t2,74,ari,0.5893289629895384
Random Convex MDT_t2,75,chs,5.613446378054376
Random Convex MDT_t2,75,ami,0.8765043729199582
Random Convex MDT_t2,75,ari,0.764843455344208
Random Convex MDT_t2,76,chs,5.591247717700724
Random Convex MDT_t2,76,ami,0.8806992442328956
Random Convex MDT_t2,76,ari,0.7549769620863627
Random Convex MDT_t2,77,chs,5.6008962325472575
Random Convex MDT_t2,77,ami,0.8681023079687443
Random Convex MDT_t2,77,ari,0.7613293212650961
Random Convex MDT_t2,78,chs,5.8239483974136705
Random Convex MDT_t2,78,ami,0.9563071738343345
Random Convex MDT_t2,78,ari,0.9108254858211918
Random Convex MDT_t2,79,chs,5.071466165051139
Random Convex MDT_t2,79,ami,0.7079478716997267
Random Convex MDT_t2,79,ari,0.5417168547589989
Random Convex MDT_t2,80,chs,5.6684288431089165
Random Convex MDT_t2,80,ami,0.9057695201658191
Random Convex MDT_t2,80,ari,0.8157879620830836
Random Convex MDT_t2,81,chs,5.68740061974358
