t,singular_entropy
1,266.4318448602362
2,199.75319767913155
3,150.43937093314494
4,113.42612110413964
5,86.04656624031755
6,66.09498521004113
7,51.64324371586341
8,41.141976168836756
9,33.43711654315451
10,27.706743703444726
11,23.378057328693398
12,20.054565983034433
13,17.461174438498183
14,15.405528671555095
15,13.751664226255407
16,12.40227151290973
17,11.286785125090498
18,10.353350908108506
19,9.56336535295189
20,8.887726194473604
21,8.304229039156954
22,7.795738466124741
23,7.348887939393884
24,6.953144782810046
25,6.600130021856147
26,6.283118164760007
27,5.996665428246384
28,5.736330634802462
29,5.498463664094336
30,5.280043638522329
31,5.078554072044371
32,4.891885740507445
33,4.7182605228464976
34,4.556171237798046
35,4.404333777624067
36,4.261648766857763
37,4.127170652123936
38,4.00008262935039
39,3.8796761866813574
40,3.765334320098817
41,3.6565176890598217
42,3.5527531392491247
43,3.453624141764136
44,3.358762792123802
45,3.2678430853472276
46,3.1805752400993414
47,3.096700889357548
48,3.0159889900673678
49,2.9382323319754216
50,2.863244547884377
