t,singular_entropy
1,250.3992512337574
2,178.2719396513196
3,133.72332982692222
4,103.93575072613046
5,83.07768861495134
6,67.994830342296
7,56.79309679735796
8,48.27173047446744
9,41.64875822689836
10,36.40250140037646
11,32.17676608373094
12,28.72273886220234
13,25.862793182158136
14,23.467524274178288
15,21.440890714065816
16,19.710404221479383
17,18.220520124778908
18,16.928095737024748
19,15.799210661519654
20,14.806901237542903
21,13.929519928881227
22,13.149529470845124
23,12.452604463677957
24,11.82695371414578
25,11.262803313498631
26,10.751998269437866
27,10.287692614546076
28,9.864106258590313
29,9.47633268871548
30,9.120185759318643
31,8.792076783920814
32,8.488915298871934
33,8.208028452678764
34,7.94709514918709
35,7.7040919516425035
36,7.477248417790849
37,7.265010040503344
38,7.066007354748527
39,6.879030069695109
40,6.703005315995036
41,6.53697927886939
42,6.38010162941188
43,6.231612278463662
44,6.090830066239651
45,5.957143071718416
46,5.830000282558702
47,5.708904411981259
48,5.593405685978647
49,5.4830964541913785
50,5.377606502224297
