t,singular_entropy
1,248.31856486747748
2,175.8473007044468
3,132.17723404276438
4,103.30411406847763
5,83.13317839111812
6,68.51267360683167
7,57.60353808802279
8,49.25607811715058
9,42.726764573422486
10,37.520931661631955
11,33.30089129316259
12,29.830364285950026
13,26.940166708040643
14,24.506557977425366
15,22.437278958725933
16,20.662348338331537
17,19.127862843637526
18,17.791733015323764
19,16.62069204178423
20,15.588158893891647
21,14.672685901288046
22,13.856813510392508
23,13.126213601127287
24,12.4690405474034
25,11.87543402194533
26,11.33713411799932
27,10.847180612993622
28,10.399675961888429
29,9.989597043912795
30,9.612644546819547
31,9.265121650378928
32,8.943835693607951
33,8.64601799980568
34,8.3692581416588
35,8.111449760910837
36,7.870745687474771
37,7.645520584157199
38,7.434339713305877
39,7.235932708285914
40,7.049171455989414
41,6.8730513715919335
42,6.706675484689365
43,6.549240865209288
44,6.400027004478047
45,6.25838583640804
46,6.12373313968504
47,5.995541106964972
48,5.873331903668126
49,5.756672068728584
50,5.645167633981637
