t,singular_entropy
1,273.1998925691486
2,210.6555616012194
3,160.81621787326443
4,120.6549567561405
5,89.59881054252472
6,66.68907150188589
7,50.2961778849657
8,38.702046182932975
9,30.48484897713652
10,24.599104556192955
11,20.317820186717757
12,17.14719908803575
13,14.753923877517371
14,12.912283933037589
15,11.468138137732067
16,10.31501094465354
17,9.378383946985908
18,8.605372750852844
19,7.95790707132092
20,7.408187598184984
21,6.935628770317172
22,6.524778328577661
23,6.1638847904994245
24,5.843899088575213
25,5.557770295357748
26,5.299942788815656
27,5.065992968432088
28,4.852363747598162
29,4.656168324906945
30,4.475043585726067
31,4.307039441794204
32,4.150534466573143
33,4.0041709657878615
34,3.8668045524511916
35,3.7374646478904054
36,3.615323287029545
37,3.499670289559849
38,3.38989335127748
39,3.28546196820115
40,3.185914368973086
41,3.090846825519666
42,2.9999048569558395
43,2.912775950668721
44,2.829183506976198
45,2.748881776605796
46,2.671651608465274
47,2.5972968624229265
48,2.5256413707626533
49,2.456526354613395
50,2.3898082194555426
