t,singular_entropy
1,252.85612671128806
2,180.9740742788248
3,135.07791313844984
4,103.89816340089102
5,81.99750980942831
6,66.2317351260922
7,54.624846298457996
8,45.892495832616405
9,39.187464431998016
10,33.94173424337494
11,29.767573970379285
12,26.395206277225736
13,23.633286774701627
14,21.343556989958195
15,19.42435022510844
16,17.799680988320713
17,16.411902835833505
18,15.216681456211127
19,14.179494288232616
20,13.273153299858128
21,12.476024796307538
22,11.770731654021697
23,11.143194550416393
24,10.58191484868794
25,10.077432088440199
26,9.621909236719508
27,9.208812525103554
28,8.832662078952358
29,8.488836067961671
30,8.173415701225673
31,7.883061664700595
32,7.614914959777935
33,7.366516821854941
34,7.135743663723686
35,6.920753928961742
36,6.7199444451400145
37,6.531914398981373
38,6.355435460827826
39,6.189426896465692
40,6.032934744180872
41,5.885114321213049
42,5.745215469366057
43,5.612570063955356
44,5.486581400690579
45,5.366715146906837
46,5.252491600880625
47,5.143479048935297
48,5.039288047072838
49,4.939566483829429
50,4.843995305394336
