t,singular_entropy
1,262.9634848938286
2,194.57662035517487
3,145.64248514602
4,109.95589336133602
5,84.08757643185369
6,65.41871366089106
7,51.901245328060625
8,42.01573762797363
9,34.68389199784503
10,29.157703876397786
11,24.92210146466893
12,21.621538200158287
13,19.008532816210362
14,16.908802620214267
15,15.19796063840886
16,13.785974508616524
17,12.606753605258545
18,11.611111662189364
19,10.761958411676053
20,10.030974119007372
21,9.396280447711073
22,8.840788330866664
23,8.35101139547685
24,7.916203442833824
25,7.527724224749036
26,7.178567951007958
27,6.863009112354782
28,6.576333798672546
29,6.3146339690090505
30,6.074648531156225
31,5.853639553384364
32,5.6492950781735
33,5.459652248721172
34,5.283036070104198
35,5.118010295977787
36,4.963337787410857
37,4.817948322115804
38,4.680912302347014
39,4.551419162163778
40,4.428759540942008
41,4.31231049248863
42,4.201523154154022
43,4.095912419829677
44,3.9950482533834264
45,3.8985483513751777
46,3.8060719206148628
47,3.7173143808706217
48,3.6320028385226673
49,3.5498922052452744
50,3.4707618584562896
