t,singular_entropy
1,274.6948433254984
2,214.03172974418902
3,166.8206550613452
4,128.56240551173457
5,97.60145136378954
6,73.30101191370494
7,54.9154459935584
8,41.38143687004037
9,31.559921296760358
10,24.455545148747408
11,19.293994901203547
12,15.509169775570486
13,12.699728315348262
14,10.584805031270177
15,8.968424285290146
16,7.713472859755644
17,6.723453692056876
18,5.929930081446129
19,5.283940977665988
20,4.7501306368611536
21,4.30271937272097
22,3.9227221113546835
23,3.596015225992964
24,3.311983032622978
25,3.062562896621351
26,2.841566346414378
27,2.644192674285246
28,2.4666777538308566
29,2.3060385326099606
30,2.1598857088772045
31,2.0262853465067407
32,1.9036558620159676
33,1.7906907565747576
34,1.6863002157372826
35,1.5895666318583608
36,1.4997104705349158
37,1.4160638747012009
38,1.3380500961202666
39,1.265167345414353
40,1.196976015083102
41,1.1330884947568627
42,1.073160992061029
43,1.016886915612085
44,0.9639914828252696
45,0.9142272943950905
46,0.8673706767057922
47,0.8232186382363199
48,0.7815863200169608
49,0.7423048461277457
50,0.7052195001231907
