t,singular_entropy
1,276.61626621781306
2,218.67973316327726
3,174.18911108977846
4,137.81301949593413
5,107.07019181914043
6,81.31939210205113
7,60.58022104550487
8,44.63069864089471
9,32.80600564097635
10,24.23448817341145
11,18.08520907963043
12,13.681203984789365
13,10.514150588646412
14,8.218200163794391
15,6.535600722834961
16,5.286510229608395
17,4.345827193361075
18,3.626441163764284
19,3.0674736770368805
20,2.6261423389600007
21,2.272170037392485
22,1.9839523044564402
23,1.74592902827089
24,1.5467781185956813
25,1.3781696972341446
26,1.2339029593183726
27,1.1093049312751575
28,1.0008090969129784
29,0.9056580889245578
30,0.8216923825745273
31,0.7471989375748003
32,0.6808018800707115
33,0.6213828576809086
34,0.5680224828684866
35,0.5199568722528047
36,0.4765450742289255
37,0.4372444120467025
38,0.4015916282537701
39,0.3691883169303411
40,0.339689552505108
41,0.31279492277156923
42,0.28824138645672437
43,0.2657975280956157
44,0.2452588928556698
45,0.22644416371876352
46,0.2091920017184532
47,0.19335841282010333
48,0.1788145368123665
49,0.16544477729454143
50,0.15314520966967304
