t,singular_entropy
1,245.06304332259947
2,171.5981385818659
3,129.49920572530942
4,102.39250135816911
5,83.56131930724979
6,69.83262619498011
7,59.47780786811061
8,51.451391513171394
9,45.08740673412303
10,39.94469436339577
11,35.72168595185437
12,32.20631345418456
13,29.245600602280927
14,26.726647009222546
15,24.56442320650339
16,22.693736911789397
17,21.063816484370907
18,19.634575012781664
19,18.373978344805348
20,17.256154199348913
21,16.260009178249003
22,15.368200718260407
23,14.566361638647189
24,13.842507495564814
25,13.186578290514117
26,12.590080319007773
27,12.045803615211817
28,11.547597125341959
29,11.090188426680452
30,10.669038144400805
31,10.28022162662838
32,9.920332199651387
33,9.586401629093814
34,9.275834388685329
35,8.986353075931563
36,8.715952876770773
37,8.46286341427979
38,8.225516652172805
39,8.002519785925303
40,7.7926322603160845
41,7.5947462150069125
42,7.4078697892216185
43,7.2311128200248955
44,7.063674551760826
45,6.904833041213412
46,6.75393599733372
47,6.610392838536581
48,6.473667786632754
49,6.343273846024911
50,6.21876754111604
