t,singular_entropy
1,273.19141643226715
2,211.24090766607864
3,163.1604487201344
4,124.6285851993575
5,94.09603577340438
6,70.67636701289473
7,53.2690211831944
8,40.58440408581845
9,31.40927959395945
10,24.759035385399677
11,19.898893439353582
12,16.30395540295745
13,13.606703929431545
14,11.55147508762823
15,9.9601830876922
16,8.708065546596444
17,7.706992972228149
18,6.894109795729677
19,6.224119248857524
20,5.664027030646893
21,5.189538746059459
22,4.782571969678251
23,4.429523404358794
24,4.120051097275323
25,3.846210753923233
26,3.6018375446191286
27,3.382099587271194
28,3.183172538021521
29,3.0020003621398557
30,2.83611795884359
31,2.6835185554118115
32,2.542553772230959
33,2.411857721296099
34,2.2902889220674263
35,2.1768855260960516
36,2.0708305553415074
37,1.971424728130147
38,1.8780650736984512
39,1.7902279919392554
40,1.707455748487036
41,1.6293456410710878
42,1.555541255416708
43,1.485725365133623
44,1.4196141323322393
45,1.3569523430343648
46,1.2975094702315888
47,1.2410764023868435
48,1.187462709718198
49,1.136494347292816
50,1.0880117146830572
