t,singular_entropy
1,244.27661711345053
2,169.90893352507115
3,128.55355823167096
4,102.52123468068147
5,84.56752960222798
6,71.43951233974016
7,61.464752658492536
8,53.66129880424114
9,47.413113354863555
10,42.31397370228196
11,38.086272727368936
12,34.53432233274883
13,31.516409673590207
14,28.927421969017896
15,26.68773361701011
16,24.73590275255602
17,23.023749985906917
18,21.512962908493797
19,20.17270114074474
20,18.977872334362953
21,17.907867831644133
22,16.94561963625863
23,16.076886261847907
24,15.289704486623002
25,14.573963311850148
26,13.921069260263232
27,13.323680857421111
28,12.77549614591606
29,12.271081294417638
30,11.805731362849082
31,11.37535645176507
32,10.976388050501455
33,10.605701574832421
34,10.260551966861854
35,9.9385198982411
36,9.637466629162827
37,9.355495970250566
38,9.090922101516805
39,8.842242243202467
40,8.608113363172304
41,8.38733225626728
42,8.178818451360998
43,7.9815994984678875
44,7.794798266179592
45,7.617621942864776
46,7.449352486483914
47,7.289338309901078
48,7.136987023071168
49,6.991759081899982
50,6.853162217072864
